evalId; chosen;outlineVertices; outerOutlineVertices; numHoles; holeArea;holeVertices; holeType;perimeter; longestEdge; shortestEdge;rangeX; rangeY; convexPercentage; convexHullArea; symmetry; hangingPieces;matchedEdges ;matchedVertices;
2; 0; 16;13;1;36;3;0;192,85281;36;8,48528;36;42;0,48485;1188;0;0;4;9;
2; 0; 14;14;0;0;0;0;190,79394;25,45584;8,48528;38,48528;48;0,48131;1196,73506;0;0;5;12;
2; 0; 15;15;0;0;0;0;197,82338;25,45584;3,51472;43,45584;36;0,48101;1197,48441;0;0;5;11;
3; 0; 18;14;1;23,64675;4;0;168,85281;24;3,51472;33,94113;49,45584;0,66947;860,38182;0;0;5;7;
3; 1; 12;9;1;36;3;0;161,82338;33,94113;8,48528;30;48;0,66667;864;0;0;5;13;
3; 0; 15;12;1;36;3;0;144,85281;16,97056;3,51472;45,94113;28,97056;0,66470;866,55844;0;0;7;7;
3; 0; 16;13;1;36;3;0;144,85281;16,97056;3,51472;36;40,97056;0,66470;866,55844;0;0;6;7;
3; 0; 18;15;1;36;3;0;168,85281;24;3,51472;45,94113;33,94113;0,66470;866,55844;0;0;5;7;
3; 0; 15;12;1;36;3;0;168,85281;25,45584;4,97056;36;34,97056;0,66470;866,55844;0;0;5;11;
4; 0; 14;14;0;0;0;0;173,82338;24;3,51472;46,97056;32,48528;0,55364;1040,38182;0;0;5;8;
4; 0; 17;11;1;59,64675;6;0;146,91169;24;3,51472;45,94113;37,45584;0,55364;1040,38182;0;0;6;7;
4; 0; 17;17;0;0;0;0;207,76450;40,97056;3,51472;46,97056;38,48528;0,55364;1040,38182;0;0;4;7;
4; 0; 18;13;1;144;5;0;180,85281;20,48528;3,51472;39,94113;37,45584;0,55364;1040,38182;0;0;3;7;
4; 1; 14;14;0;0;0;0;183,76450;40,97056;3,51472;42;37,45584;0,55364;1040,38182;0;0;5;12;
4; 0; 16;16;0;0;0;0;190,79394;25,45584;3,51472;34,97056;48;0,55133;1044,74935;0;0;5;7;
5; 1; 11;11;0;0;0;0;149,82338;25,45584;4,97056;43,45584;28,97056;0,66137;870,92597;0;0;7;30;
5; 0; 13;13;0;0;0;0;159,76450;24;4,97056;38,48528;32,48528;0,66137;870,92597;0;0;7;8;
5; 0; 16;16;0;0;0;0;173,82338;24;3,51472;33,94113;42,42641;0,66137;870,92597;0;0;6;7;
5; 0; 15;15;0;0;0;0;180,85281;24;3,51472;36;30;0,65999;872,73506;0;0;6;11;
5; 0; 16;16;0;0;0;0;180,85281;24;3,51472;36,42641;33,94113;0,65863;874,54416;0;0;6;7;
5; 0; 15;15;0;0;0;0;180,85281;16,97056;7,02944;40,97056;33,94113;0,65806;875,29351;0;0;5;11;
6; 0; 14;14;0;0;0;0;166,79394;25,45584;3,51472;44,48528;28,97056;0,65806;875,29351;0;0;6;8;
6; 0; 14;14;0;0;0;0;163,88225;33,94113;3,51472;46,97056;38,48528;0,65806;875,29351;0;0;6;7;
6; 0; 14;14;0;0;0;0;166,79394;24;4,97056;28,97056;37,45584;0,65806;875,29351;0;0;6;11;
6; 0; 13;13;0;0;0;0;146,91169;24;3,51472;45,94113;37,45584;0,65806;875,29351;0;0;9;7;
6; 0; 17;13;1;72;4;0;146,91169;16,97056;3,51472;49,45584;28,97056;0,65806;875,29351;0;0;6;10;
6; 1; 16;16;0;0;0;0;180,85281;24;3,51472;33,94113;37,45584;0,65671;877,10260;0;0;6;7;
7; 0; 15;15;0;0;0;0;180,85281;24;3,51472;39,94113;31,45584;0,65671;877,10260;0;0;5;10;
7; 0; 18;18;0;0;0;0;207,76450;24;4,97056;37,45584;32,48528;0,65480;879,66104;0;0;4;6;
7; 0; 13;13;0;0;0;0;163,88225;24;3,51472;37,45584;28,97056;0,65345;881,47013;0;0;7;29;
7; 0; 11;11;0;0;0;0;149,82338;28,97056;4,97056;27,94113;43,45584;0,65345;881,47013;0;0;8;8;
7; 0; 12;12;0;0;0;0;163,88225;28,97056;8,48528;37,45584;44,48528;0,65345;881,47013;0;0;7;9;
7; 1; 19;15;1;59,64675;4;0;166,79394;16,97056;3,51472;32,48528;40,97056;0,65345;881,47013;0;0;5;9;
8; 0; 16;13;1;36;3;0;185,82338;48;3,51472;24;48;0,65345;881,47013;0;0;5;7;
8; 1; 12;12;0;0;0;0;159,76450;33,94113;4,97056;33,94113;28,97056;0,65345;881,47013;0;0;6;8;
8; 0; 13;13;0;0;0;0;163,88225;24;3,51472;30;38,48528;0,65212;883,27922;0;0;7;9;
8; 0; 17;17;0;0;0;0;197,82338;40,97056;3,51472;45,94113;24;0,65156;884,02857;0;0;5;6;
8; 0; 17;17;0;0;0;0;190,79394;25,45584;3,51472;39,94113;32,48528;0,65023;885,83766;0;0;5;6;
8; 0; 15;15;0;0;0;0;173,82338;25,45584;3,51472;42;37,45584;0,65023;885,83766;0;0;6;10;
9; 0; 14;14;0;0;0;0;183,76450;32,48528;4,97056;34,97056;40,97056;0,69138;833,11688;0;0;5;11;
9; 0; 16;13;1;36;3;0;154,79394;20,48528;1,45584;34,97056;39,94113;0,68988;834,92597;0;0;5;8;
9; 0; 15;15;0;0;0;0;139,88225;16,97056;3,51472;37,45584;32,48528;0,68988;834,92597;0;0;8;6;
9; 0; 15;15;0;0;0;0;173,82338;16,97056;3,51472;45,94113;28,97056;0,68988;834,92597;0;0;6;7;
9; 1; 19;15;1;59,64675;4;0;166,79394;24;4,97056;32,48528;36;0,68988;834,92597;0;0;4;10;
9; 0; 11;11;0;0;0;0;146,91169;33,94113;3,51472;28,97056;36,42641;0,68988;834,92597;0;0;9;8;
1; 0; 15;11;1;108;4;0;134,91169;28,97056;7,02944;37,45584;40,97056;0,61204;941,11688;0;0;6;8;
1; 0; 18;18;0;0;0;0;173,82338;16,97056;3,51472;34,97056;38,48528;0,61204;941,11688;0;0;5;6;
1; 0; 18;18;0;0;0;0;238,79394;25,45584;8,48528;49,45584;28,97056;0,61204;941,11688;0;0;2;7;
1; 0; 13;13;0;0;0;0;139,88225;24;3,51472;30;45,94113;0,61204;941,11688;0;0;7;8;
1; 0; 14;14;0;0;0;0;170,91169;24;3,51472;42,42641;39,94113;0,61086;942,92597;0;0;6;8;
1; 1; 16;13;1;36;3;0;154,79394;24;4,97056;34,97056;33,94113;0,61086;942,92597;0;0;5;8;
2; 1; 14;14;0;0;0;0;180,85281;24;4,97056;46,97056;46,97056;0,50429;1142,20519;0;0;5;9;
2; 0; 15;15;0;0;0;0;204,85281;24;3,51472;38,48528;42;0,50349;1144,01429;0;0;5;7;
2; 0; 15;15;0;0;0;0;190,79394;25,45584;3,51472;42;48;0,50270;1145,82338;0;0;5;11;
2; 0; 16;13;1;36;3;0;192,85281;33,94113;3,51472;49,45584;36;0,50158;1148,38182;0;0;4;9;
2; 0; 15;15;0;0;0;0;197,82338;25,45584;7,02944;46,97056;40,97056;0,50046;1150,94026;0;0;5;7;
2; 0; 20;16;1;72;4;0;214,79394;25,45584;8,48528;36;42;0,50000;1152;0;0;2;7;
3; 0; 14;11;1;36;3;0;141,94113;24;3,51472;31,45584;39,94113;0,70619;815,64675;0;0;6;12;
3; 0; 16;12;1;36;4;0;137,82338;24;4,97056;32,48528;37,45584;0,70398;818,20519;0;0;7;10;
3; 1; 13;10;1;36;3;0;134,91169;28,97056;3,51472;37,45584;37,45584;0,69351;830,55844;0;0;7;12;
3; 0; 16;12;1;29,82338;4;0;132,85281;16,97056;3,51472;26,48528;43,45584;0,68629;839,29351;0;0;7;7;
3; 0; 16;12;1;29,82338;4;0;173,82338;40,97056;3,51472;31,45584;40,97056;0,67778;849,83766;0;0;5;7;
3; 0; 15;12;1;36;3;0;161,82338;25,45584;4,97056;36;34,97056;0,67634;851,64675;0;0;5;12;
4; 0; 12;12;0;0;0;0;166,79394;28,97056;4,97056;37,45584;46,97056;0,55931;1029,83766;0;0;6;11;
4; 0; 16;16;0;0;0;0;197,82338;24;3,51472;45,94113;40,97056;0,55890;1030,58701;0;0;5;7;
4; 0; 14;14;0;0;0;0;197,82338;25,45584;3,51472;49,45584;36;0,55695;1034,20519;0;0;5;12;
4; 0; 16;16;0;0;0;0;197,82338;24;3,51472;32,48528;45,94113;0,55695;1034,20519;0;0;5;7;
4; 0; 17;17;0;0;0;0;190,79394;16,97056;3,51472;30;46,97056;0,55695;1034,20519;0;0;5;6;
4; 1; 18;14;1;59,64675;4;0;180,85281;25,45584;3,51472;43,45584;44,48528;0,55598;1036,01429;0;0;4;6;
5; 0; 15;15;0;0;0;0;173,82338;24;4,97056;33,94113;37,45584;0,68839;836,73506;0;0;6;8;
5; 0; 16;16;0;0;0;0;183,76450;24;3,51472;43,45584;31,45584;0,68777;837,48441;0;0;5;8;
5; 0; 16;12;1;29,82338;4;0;132,85281;16,97056;3,51472;26,48528;43,45584;0,68629;839,29351;0;0;7;7;
5; 0; 15;15;0;0;0;0;173,82338;24;3,51472;28,97056;48;0,68629;839,29351;0;0;5;8;
5; 1; 9;9;0;0;0;0;139,88225;37,45584;7,02944;44,48528;38,48528;0,68482;841,10260;0;0;7;10;
5; 0; 13;13;0;0;0;0;166,79394;25,45584;1,45584;37,45584;38,48528;0,68421;841,85195;0;0;6;28;
6; 1; 14;14;0;0;0;0;156,85281;20,48528;3,51472;48,42641;36,42641;0,68335;842,91169;0;0;7;6;
6; 0; 14;14;0;0;0;0;197,82338;37,45584;3,51472;37,45584;25,45584;0,68335;842,91169;0;0;5;8;
6; 0; 15;15;0;0;0;0;163,88225;24;3,51472;38,48528;27,51472;0,68335;842,91169;0;0;7;10;
6; 0; 15;15;0;0;0;0;156,85281;16,97056;3,51472;31,45584;42;0,68274;843,66104;0;0;7;7;
6; 0; 16;16;0;0;0;0;166,79394;16,97056;3,51472;44,48528;32,48528;0,68128;845,47013;0;0;6;6;
6; 0; 15;11;1;65,82338;4;0;161,82338;40,97056;4,97056;34,97056;40,97056;0,68128;845,47013;0;0;4;11;
7; 0; 15;15;0;0;0;0;166,79394;16,97056;3,51472;26,48528;48;0,67982;847,27922;0;0;6;7;
7; 0; 14;14;0;0;0;0;180,85281;25,45584;3,51472;43,45584;28,97056;0,67922;848,02857;0;0;5;11;
7; 0; 12;12;0;0;0;0;156,85281;24;3,51472;34,97056;34,97056;0,67778;849,83766;0;0;7;9;
7; 0; 16;12;1;29,82338;4;0;173,82338;40,97056;3,51472;31,45584;40,97056;0,67778;849,83766;0;0;5;7;
7; 0; 15;15;0;0;0;0;180,85281;24;3,51472;39,94113;30;0,67718;850,58701;0;0;6;8;
7; 1; 11;8;1;144;3;0;139,88225;33,94113;8,48528;33,94113;39,94113;0,67634;851,64675;0;0;6;9;
8; 0; 15;12;1;36;3;0;161,82338;25,45584;4,97056;36;34,97056;0,67634;851,64675;0;0;5;12;
8; 0; 14;10;1;65,82338;4;0;144,85281;28,97056;3,51472;44,48528;24;0,67634;851,64675;0;0;6;8;
8; 0; 17;17;0;0;0;0;180,85281;24;3,51472;34,97056;39,94113;0,67634;851,64675;0;0;5;10;
8; 1; 10;10;0;0;0;0;173,82338;49,45584;8,48528;34,97056;46,97056;0,67634;851,64675;0;0;6;12;
8; 0; 16;16;0;0;0;0;197,82338;24;3,51472;31,45584;31,45584;0,67490;853,45584;0;0;6;6;
8; 0; 15;12;1;36;3;0;141,94113;24;7,02944;28,97056;38,91169;0,67348;855,26494;0;0;6;8;
9; 0; 15;15;0;0;0;0;146,91169;24;3,51472;25,45584;44,48528;0,75069;767,29351;0;0;8;6;
9; 1; 14;9;1;59,64675;5;0;132,85281;36;3,51472;26,48528;42,42641;0,75069;767,29351;0;0;6;8;
9; 0; 12;12;0;0;0;0;146,91169;24;3,51472;20,48528;44,48528;0,74892;769,10260;0;0;8;12;
9; 0; 15;15;0;0;0;0;139,88225;24;3,51472;34,97056;30;0,74892;769,10260;0;0;8;6;
9; 0; 10;10;0;0;0;0;156,85281;25,45584;3,51472;37,45584;36;0,74892;769,10260;0;0;7;10;
9; 0; 14;14;0;0;0;0;135,76450;16,97056;3,51472;37,45584;37,45584;0,74470;773,47013;0;0;8;10;
1; 0; 14;14;0;0;0;0;187,88225;24;3,51472;30;49,45584;0,61489;936,74935;0;0;6;8;
1; 0; 16;16;0;0;0;0;180,85281;28,97056;3,51472;46,97056;32,48528;0,61489;936,74935;0;0;5;7;
1; 0; 17;17;0;0;0;0;173,82338;16,97056;3,51472;34,97056;45,94113;0,61489;936,74935;0;0;6;9;
1; 0; 19;19;0;0;0;0;214,79394;24;3,51472;46,97056;40,97056;0,61371;938,55844;0;0;4;6;
1; 1; 13;13;0;0;0;0;153,94113;24;3,51472;33,94113;34,97056;0,61371;938,55844;0;0;8;7;
1; 0; 14;14;0;0;0;0;180,85281;36;8,48528;24;46,97056;0,61371;938,55844;0;0;6;8;
2; 0; 16;16;0;0;0;0;187,88225;24;7,02944;37,45584;37,45584;0,50542;1139,64675;0;0;6;7;
